winner
white
white
white
white
white
white
white
draw
white
white
white
white
white
white
white
white
white
black
white
white
white
white
white
white
white
white
draw
white
white
white
white
white
black
white
white
white
white
white
white
white
white
black
white
white
white
white
white
white
white
white
black
white
white
white
white
white
white
white
white
black
white
white
white
white
white
black
white
white
white
white
white
white
white
white
white
white
black
white
white
white
white
draw
white
white
white
white
white
white
white
white
black
white
white
white
black
white
white
black
white
draw
white
white
white
white
white
white
white
draw
white
white
white
white
white
black
white
white
black
white
black
white
white
white
black
white
white
white
white
white
white
white
white
white
draw
white
white
white
draw
white
white
white
white
white
black
white
white
white
black
white
white
white
white
white
white
black
white
white
white
white
white
white
black
white
white
white
black
white
white
white
black
white
white
white
white
white
black
white
white
white
white
white
white
black
white
draw
white
white
white
white
white
black
black
white
black
white
white
white
white
white
white
white
white
white
white
white
white
white
white
white
black
white
white
white
white
white
black
white
white
white
draw
white
black
white
white
white
white
white
white
white
white
white
black
black
white
white
white
white
white
black
black
white
white
white
white
black
white
white
white
black
white
white
white
white
white
white
white
white
white
white
white
white
white
white
white
white
black
white
white
white
white
white
white
white
white
white
white
white
white
black
white
white
black
white
white
white
white
black
draw
black
white
white
white
white
white
draw
white
black
white
white
black
white
white
white
white
white
white
white
black
white
black
white
black
white
white
white
white
white
black
white
white
white
black
black
white
white
white
white
black
white
draw
white
white
white
white
white
white
white
white
black
white
white
white
white
white
black
white
white
black
white
white
white
white
white
white
white
white
white
white
white
draw
white
draw
white
draw
white
white
white
white
white
white
black
white
white
white
white
white
white
white
white
black
white
black
white
white
white
black
white
white
black
white
black
white
white
draw
white
white
black
white
white
white
white
white
white
white
white
black
white
black
white
white
draw
white
white
white
white
white
white
white
white
white
black
white
white
white
white
black
white
white
white
white
white
white
white
white
black
white
white
white
white
white
white
white
white
white
white
draw
white
white
white
black
white
black
white
black
draw
white
white
white
white
white
white
black
white
white
white
draw
white
white
white
white
white
white
black
white
black
white
white
white
black
black
white
white
black
black
white
white
white
black
white
white
white
white
white
white
black
white
white
draw
white
black
white
white
white
white
white
white
white
white
black
white
white
white
white
white
white
white
white
white
white
white
white
white
white
white
white
white
black
white
white
draw
draw
white
white
white
white
white
white
white
white
white
white
white
white
white
black
white
white
white
black
black
white
white
white
black
white
white
white
white
black
white
white
white
black
draw
white
white
white
white
white
white
white
white
black
white
white
white
white
black
white
white
white
white
black
white
white
black
white
black
white
black
white
white
white
white
draw
black
white
white
white
black
white
white
white
white
white
black
white
white
white
white
white
white
white
white
white
white
draw
white
white
white
white
white
white
white
white
black
white
white
white
white
black
white
white
black
white
white
white
white
white
white
black
white
white
white
white
black
black
white
white
white
white
white
black
white
white
white
white
white
white
white
white
white
white
white
black
white
black
white
white
white
white
black
white
white
white
white
white
white
white
white
white
white
white
draw
white
white
white
white
draw
black
draw
black
white
white
white
black
white
white
white
white
white
white
white
white
white
black
white
white
black
black
white
white
draw
white
white
white
black
black
white
white
white
white
white
white
white
white
white
white
black
black
white
white
white
white
white
white
white
white
white
black
white
white
white
white
black
black
white
black
white
white
black
white
white
black
white
draw
white
black
white
white
white
white
white
draw
white
white
white
white
draw
black
white
white
draw
white
black
black
white
white
white
white
white
black
white
white
white
white
white
white
white
white
draw
white
white
black
white
white
black
black
black
white
black
white
draw
white
white
white
black
white
white
white
white
white
white
black
white
black
black
black
white
white
black
white
white
white
white
white
white
white
white
white
black
black
white
white
white
white
white
white
white
white
white
white
white
white
white
white
black
white
white
white
black
white
white
white
white
white
white
white
black
white
black
white
white
white
white
black
white
white
white
draw
white
black
white
white
white
black
black
white
black
white
white
white
white
white
black
white
black
black
white
white
white
white
white
black
white
white
white
white
white
black
white
black
black
white
white
white
white
white
white
white
white
white
white
white
black
white
black
black
white
white
draw
white
draw
white
white
black
white
white
white
white
white
black
white
white
white
white
white
white
black
black
white
white
black
black
white
white
black
white
white
white
white
white
black
white
white
white
white
white
white
white
white
white
white
white
black
draw
white
white
white
white
white
white
white
white
white
white
black
white
white
black
white
white
white
black
black
white
black
draw
white
white
white
draw
white
black
white
black
white
white
draw
white
white
white
draw
white
white
black
white
white
white
black
white
white
white
white
black
white
black
white
white
white
white
black
black
white
white
black
black
black
white
white
black
white
white
white
white
white
white
black
white
black
white
white
white
white
black
white
white
black
white
white
white
white
white
black
black
white
white
white
white
white
white
white
white
black
white
white
white
white
white
white
white
black
black
black
draw
black
white
white
white
white
white
white
white
white
white
white
black
white
black
white
white
draw
black
draw
white
white
white
white
white
white
white
white
black
white
white
white
black
white
white
white
white
white
white
white
white
white
draw
white
black
white
white
black
white
black
white
white
black
black
black
white
black
white
white
white
white
black
black
white
white
white
white
white
white
white
white
white
white
white
white
white
white
white
white
white
black
white
white
white
white
white
white
white
white
white
white
black
draw
black
white
black
white
draw
black
white
white
white
white
white
white
draw
white
white
white
white
black
white
black
white
white
draw
white
black
white
white
